# krno	tit	no of sp	uniq sp
KR6d0146	四念處-隋-智顗	25406	3229
KR6d0147	天台智者大師禪門口訣-隋-智顗	3933	1145
KR6d0148	觀心論-隋-智顗	2277	914
KR6d0149	觀心論疏-隋-灌頂	35578	4085
KR6d0150	釋摩訶般若波羅蜜經覺意三昧-隋-智顗	6456	1335
KR6d0151	諸法無諍三昧法門-陳-慧思	12096	2193
KR6d0152	大乘止觀法門-陳-慧思	23057	2529
KR6d0153	大乘止觀法門宗圓記-宋-了然	85293	3915
KR6d0154	大乘止觀法門釋要-明-智旭	42492	3661
KR6d0155	法界次第初門-隋-智顗	29303	3115
KR6d0156	法華經安樂行義-陳-慧思	4578	1151
KR6d0157	十不二門-唐-湛然	2129	678
KR6d0158	十不二門指要鈔-宋-知禮	17554	2305
KR6d0159	十不二門義-唐-道邃	4284	1061
KR6d0160	法華十妙不二門示珠指-宋-源清	18235	2662
KR6d0161	註法華本迹十不二門-宋-宗翌	12299	2053
KR6d0162	十不二門文心解-宋-仁岳	13314	2102
KR6d0163	法華玄記十不二門顯妙-宋-處謙	6580	1396
KR6d0164	十不二門樞要-宋-了然	34997	2590
KR6d0165	十不二門指要鈔詳解-宋-可度	87274	4604
KR6d0166	四教義-隋-智顗	46660	3716
KR6d0167	天台八教大意-隋-灌頂	5152	1438
KR6d0168	天台四教儀-高麗-諦觀	7909	2101
KR6d0169	四教儀集解-宋-從義	66797	5628
KR6d0170	四教儀備釋-元-元粹	29443	3832
KR6d0171	四教儀集註科-元-蒙潤	3736	638
KR6d0172	天台四教儀集註（選錄「集註」本文）-宋-諦觀	61514	5386
KR6d0173	四教儀集註節義-清-靈耀	11222	2180
KR6d0174	四教儀註彙補輔宏記-清-性權	283838	9251
KR6d0175	金剛錍-唐-湛然	5751	1486
KR6d0176	金剛錍論私記-唐-明曠	13672	2469
KR6d0177	金剛錍科-宋-仁岳	2640	528
KR6d0178	金剛錍科-宋-智圓	802	248
KR6d0179	金剛錍顯性錄-宋-智圓	44857	3808
KR6d0180	金剛錍論義解-宋-善月	10280	1639
KR6d0181	金剛錍論釋文-宋-時擧	28360	3006
KR6d0182	南嶽思大禪師立誓願文-陳-慧思	4494	1392
KR6d0183	國清百錄-隋-灌頂	32392	5540
KR6d0184	法智遺編觀心二百問-宋-繼忠	7165	1275
KR6d0185	四明十義書-宋-知禮	26195	2653
KR6d0186	四明尊者教行錄-宋-宗曉	79262	8528
KR6d0187	天台傳佛心印記-元-懷則	2985	1067
KR6d0188	教觀綱宗-明-智旭	6424	1421
KR6d0189	教觀綱宗釋義-明-智旭	6525	1476
KR6d0190	方等三昧行法-隋-智顗	6189	1749
KR6d0191	法華三昧懺儀-隋-智顗	6140	1605
KR6d0192	法華三昧行事運想補助儀-唐-湛然	1400	614
KR6d0193	略法華三昧補助儀--	308	191
KR6d0194	禮法華經儀式--	310	211
KR6d0195	金光明懺法補助儀-宋-遵式	4798	1542
KR6d0196	金光明最勝懺儀-宋-知禮	1770	763
KR6d0197	釋迦如來涅槃禮讚文-宋-仁岳	1882	939
KR6d0198	天台智者大師齋忌禮讚文-宋-遵式	1857	939
KR6d0199	請觀世音菩薩消伏毒害陀羅尼三昧儀-宋-遵式	5697	1702
KR6d0200	千手眼大悲心呪行法-宋-知禮	5728	1683
KR6d0201	熾盛光道場念誦儀-宋-遵式	4896	1727
KR6d0202	千手千眼大悲心咒行法-宋-知禮	3386	1308
KR6d0203	得遇龍華修證懺儀-明-如惺	21629	4102
KR6d0204	釋迦如來降生禮讚文-宋-仁岳	1326	815
KR6d0205	修懺要旨-宋-知禮	2717	1095
KR6d0206	隨自意三昧-隋-慧思	8720	1741
KR6d0207	禪門章-隋-智顗	25149	3179
KR6d0208	禪門要略-隋-智顗	1790	702
KR6d0209	三觀義-隋-智顗	14131	2153
KR6d0210	觀心食法-隋-智顗	246	159
KR6d0211	觀心誦經法記-隋-智顗	1120	544
KR6d0212	天台智者大師發願文-隋-智顗	649	442
KR6d0213	普賢菩薩發願文-隋-智顗	357	204
KR6d0214	天台智者大師傳論-唐-梁肅	984	648
KR6d0215	科始終心要-唐-湛然	220	135
KR6d0216	始終心要注-宋-從義	1009	489
KR6d0217	法華五百問論-唐-湛然	70351	5516
KR6d0218	學天台宗法門大意-唐-行滿	686	344
KR6d0219	六即義-唐-行滿	482	315
KR6d0220	天台宗未決（附釋疑）-日本-源信	24296	3215
KR6d0221	法華龍女成佛權實義-宋-源清	3001	918
KR6d0222	寶雲振祖集-宋-宗曉	6189	2299
KR6d0223	螺溪振祖集-宋-元悟	3807	1775
KR6d0224	四明仁岳異說叢書-宋-繼忠	52512	4416
KR6d0225	閑居編-宋-智圓	71057	8475
KR6d0226	金園集-宋-遵式	18369	3922
KR6d0227	天竺別集-宋-遵式	26807	4976
KR6d0228	重編天台諸文類集-宋-如吉	2600	822
KR6d0229	別傳心法議-宋-戒珠	1760	893
KR6d0230	三千有門頌略解-明-真覺	7371	1649
KR6d0231	復宗集-宋-與咸	6991	1573
KR6d0232	山家義苑-宋-可觀	14432	2276
KR6d0233	竹菴艸錄-宋-可觀	7869	2029
KR6d0234	圓頓宗眼-宋-法登	3987	1240
KR6d0235	議中興教觀-宋-法登	477	263
KR6d0236	三教出興頌註-宋-宗曉	3173	1597
KR6d0237	施食通覽-宋-宗曉	18495	4028
KR6d0238	不可剎那無此君-宋-義銛	700	490
KR6d0239	北峯教義-宋-宗印	8422	1438
KR6d0240	台宗十類因革論-宋-善月	61290	4168
KR6d0241	山家緒餘集-宋-善月	45615	4069
KR6d0242	台宗精英集-宋-普容	47207	3748
KR6d0243	教觀撮要論-宋-	15876	2925
KR6d0244	增修教苑清規-元-自慶	54518	5694
KR6d0245	天台傳佛心印記註-明-傳燈	20608	3533
KR6d0246	性善惡論-明-傳燈	46468	5760
KR6d0247	書-明-克勤	2389	1072
KR6d0248	法界安立圖-明-仁潮	41851	5667
KR6d0249	隨緣集-清-靈耀	28589	6145
KR6e0001	大方廣佛華嚴經-東晉-佛馱跋陀羅	297514	5678
KR6e0002	華嚴遊意-隋-吉藏	13149	1496
KR6e0003	大方廣佛華嚴經搜玄分齊通智方軌-唐-智儼	97004	4469
KR6e0004	華嚴經探玄記-唐-法藏	403153	7566
KR6e0005	花嚴經文義綱目-唐-法藏	10010	1954
KR6e0006	華嚴經章--	2255	809
KR6e0007	華嚴略疏卷第三--	9901	1650
KR6e0008	華嚴經義記卷第一-後魏-慧光	601	282
KR6e0009	華嚴經疏卷第三-新羅-元曉	1622	567
KR6e0010	大方廣佛華嚴經-唐-實叉難陀	370615	6508
KR6e0011	大方廣佛華嚴經疏-唐-澄觀	480647	8553
KR6e0012	大方廣佛華嚴經隨疏演義鈔-唐-澄觀	716662	10797
KR6e0015	大華嚴經略策-唐-澄觀	8952	2078
KR6e0016	新譯華嚴經七處九會頌釋章-唐-澄觀	9745	1886
KR6e0017	華嚴經疏科-唐-澄觀	119727	3389
KR6e0018	華嚴經疏科文-唐-澄觀	142119	3848
KR6e0019	華嚴經疏鈔玄談-唐-澄觀	157560	7367
KR6e0020	華嚴經疏注-唐-澄觀	243712	7230
KR6e0021	大方廣佛華嚴經疏鈔會本-唐-實叉難陀	1290670	11716
KR6e0022	新華嚴經論-唐-李通玄	284460	6985
KR6e0023	大方廣佛華嚴經中卷卷大意略敘-唐-李通玄	1677	785
KR6e0024	略釋新華嚴經修行次第決疑論-唐-李通玄	37770	3786
KR6e0025	大方廣佛華嚴經願行觀門骨目-唐-湛然	13604	2505
KR6e0026	皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部-唐-靜居	1957	729
KR6e0027	華嚴經疏--	18002	2443
KR6e0028	佛說兜沙經-後漢-支婁迦讖	1669	460
KR6e0029	佛說菩薩本業經-吳-支謙	4035	1254
KR6e0030	諸菩薩求佛本業經-西晉-聶道真	3353	734
KR6e0031	菩薩十住行道品-西晉-竺法護	2362	503
KR6e0032	佛說菩薩十住經-東晉-祇多蜜	1314	426
KR6e0033	漸備一切智德經-西晉-竺法護	35917	3278
KR6e0034	十住經-姚秦-鳩摩羅什	29109	2787
KR6e0035	佛說十地經-唐-尸羅達摩	35963	3106
KR6e0036	等目菩薩所問三昧經-西晉-竺法護	16956	2056
KR6e0037	顯無邊佛土功德經-唐-玄奘	405	220
KR6e0038	佛說較量一切佛剎功德經-宋-法賢	409	181
KR6e0039	佛說如來興顯經-西晉-竺法護	21537	2682
KR6e0040	度世品經-西晉-竺法護	38598	3241
KR6e0041	大方廣佛華嚴經-唐-般若	166186	6185
KR6e0043	佛說羅摩伽經-西秦-聖堅	21053	2752
KR6e0044	大方廣佛華嚴經入法界品-唐-地婆訶羅	2372	704
KR6e0045	文殊師利發願經-東晉-佛陀跋陀羅	578	277
KR6e0046	普賢菩薩行願讚-唐-不空	1450	577
KR6e0047	大方廣普賢所說經-唐-實叉難陀	1079	355
KR6e0048	大方廣總持寶光明經-宋-法天	17263	2493
KR6e0049	大方廣佛華嚴經不思議佛境界分-唐-提雲般若	3365	1088
KR6e0050	大方廣如來不思議境界經-唐-實叉難陀	2961	1126
KR6e0051	度諸佛境界智光嚴經--失譯	4753	977
KR6e0052	佛華嚴入如來德智不思議境界經-隋-闍那崛多	6934	1092
KR6e0053	大方廣入如來智德不思議經-唐-實叉難陀	3878	1117
KR6e0054	信力入印法門經-元魏-曇摩流支	26863	1400
KR6e0055	大方廣佛花嚴經修慈分-唐-提雲般若	2079	918
KR6e0056	佛說莊嚴菩提心經-姚秦-鳩摩羅什	1729	623
KR6e0057	佛說大方廣菩薩十地經-元魏-吉迦夜	1875	621
KR6e0058	最勝問菩薩十住除垢斷結經-姚秦-竺佛念	80289	4850
KR6e0059	十住毘婆沙論-後秦-聖者龍樹	85964	5094
KR6e0060	十地經論-後魏-天親菩薩	72228	3371
KR6e0061	十地義記卷第一--	3626	965
KR6e0062	十地論義疏卷第一．第三-北周-法上	22982	2811
KR6e0063	十地經論義記-隋-慧遠	137458	4839
KR6e0064	華嚴經論〔卷十〕-後魏-靈辨	3708	864
KR6e0065	續華嚴經略疏刊定記-唐-慧苑	332229	7385
KR6e0066	華嚴經合論-唐-李通玄	669952	8933
KR6e0067	華嚴經合論簡要-明-李贄簡	42927	4329
KR6e0068	華嚴經合論纂要-明-方澤	47036	4618
KR6e0069	華嚴經行願品疏-唐-澄觀	155597	6684
KR6e0070	華嚴經行願品疏科-唐-宗密	8849	1041
KR6e0071	華嚴經行願品疏鈔-唐-澄觀	105124	7051
KR6e0072	華嚴經普賢行願品疏科-宋-遵式	5421	843
KR6e0073	大方廣佛華嚴經普賢行願品別行疏鈔（選錄「華嚴宗七祖行蹟」及「附錄」）-唐-澄觀	4444	1882
KR6e0074	華嚴一乘教義分齊章-唐-法藏	30152	2785
KR6e0075	華嚴一乘教義分齊章義苑疏-宋-道亭	61467	4434
KR6e0076	華嚴一乘教義分齊章焚薪-宋-師會	17501	2606
KR6e0077	華嚴一乘教義分齊章科-宋-師會	10067	852
KR6e0078	華嚴一乘教義分齊章復古記-宋-師會	79120	4541
KR6e0079	五教章集成記-宋-希迪	12531	2393
KR6e0080	評復古記-宋-希迪	5521	1165
KR6e0081	華嚴五教止觀-隋-杜順	5186	1365
KR6e0082	華嚴一乘十玄門-隋-杜順	4813	1038
KR6e0083	華嚴五十要問答-唐-智儼	17598	2444
KR6e0084	華嚴經內章門等雜孔目章-唐-智儼	52130	4180
KR6e0085	華嚴經旨歸-唐-法藏	7090	1415
KR6e0086	華嚴策林-唐-法藏	1455	595
KR6e0087	華嚴經問答-唐-法藏	13815	1793
KR6e0088	華嚴經明法品內立三寶章-唐-法藏	14335	2005
KR6e0089	華嚴經義海百門-唐-法藏	9384	1679
KR6e0090	修華嚴奧旨妄盡還源觀-唐-法藏	4556	1441
KR6e0091	華嚴還源觀科-宋-淨源	1658	406
KR6e0092	華嚴妄盡還源觀疏鈔補解-宋-淨源	16117	3126
KR6e0093	華嚴遊心法界記-唐-法藏	10014	2308
KR6e0094	華嚴發菩提心章-唐-法藏	5633	1058
KR6e0095	華嚴經關脈義記-唐-法藏	3478	895
KR6e0096	華嚴關脈義記--	3590	878
KR6e0097	金師子章雲間類解-唐-法藏	3518	1155
KR6e0098	華嚴經金師子章註-唐-法藏	3242	1053
KR6e0099	三聖圓融觀門-唐-澄觀	1087	471
KR6e0100	華嚴法界玄鏡-唐-澄觀	12180	1504
KR6e0101	註華嚴法界觀門-唐-宗密	8605	1580
KR6e0102	註華嚴經題法界觀門頌-宋-本嵩	15532	3338
KR6e0103	註華嚴法界觀科文-唐-宗密	4592	576
KR6e0104	註華嚴法界觀科文-唐-宗豫	2542	428
KR6e0105	原人論-唐-宗密	3579	1350
KR6e0106	華嚴原人論發微錄-宋-淨源	16787	3694
KR6e0107	華嚴原人論解-元-圓覺	36199	5243
KR6e0108	華嚴原人論合解-元-圓覺	28170	4661
KR6e0109	華嚴一乘法界圖-新羅-義湘	5232	1121
KR6e0110	法界圖記叢髓錄--	52721	3872
KR6e0111	一乘法界圖合詩一印--儼法師	486	190
KR6e0112	解迷顯智成悲十明論-唐-李通玄	5441	1580
KR6e0113	海印三昧論-新羅-明皛	1808	700
KR6e0114	華嚴一乘成佛妙義-新羅-見登之	18057	2358
KR6e0115	文殊指南圖讚-宋-惟白	4962	1633
KR6e0116	華嚴經文義記〔卷六〕-唐-靈裕	15794	2053
KR6e0117	華嚴經入法界品十八問答-唐-澄觀	923	467
KR6e0118	華嚴經綸貫-宋-復菴	2949	1105
KR6e0119	華嚴經談玄抉擇-遼-鮮演	95070	6417
KR6e0120	華嚴懸談會玄記-元-普瑞	336697	10608
KR6e0121	華嚴經文義要決問答-新羅-表員	35102	3325
KR6e0122	華嚴經要解-宋-戒環	17217	2605
KR6e0123	華嚴經吞海集-宋-道通	11335	2478
KR6e0124	華嚴綱要-唐-澄觀	590721	8505
KR6e0125	華嚴經綱目貫攝-清-永光	10475	1882
KR6e0126	華嚴經三十九品大意-清-永光	8337	1606
KR6e0127	華嚴融會一乘義章明宗記-宋-師會	28747	2728
KR6e0128	華嚴經普賢觀行法門-唐-法藏	911	488
KR6e0129	五蘊觀-唐-澄觀	309	177
KR6e0130	華嚴心要法門註-唐-澄觀	821	417
KR6e0131	勸發菩提心文-唐-裴休	3201	1145
KR6e0132	華嚴法相槃節-宋-道通	13046	1885
KR6e0133	法界觀披雲集-宋-道通	1314	363
KR6e0134	圓宗文類-高麗-義天	35153	5076
KR6e0135	註華嚴同教一乘策-宋-師會	6872	1319
KR6e0136	註同教問答-宋-師會	8589	1340
KR6e0137	評金剛錍-宋-善熹	2570	1017
KR6e0138	辨非集-宋-善熹	5035	1472
KR6e0139	斥謬-宋-善熹	2231	725
KR6e0140	五相智識頌-宋-佚名	1979	1009
KR6e0141	華嚴大意-明-善堅	1267	594
KR6e0142	賢首五教儀-清-續法	58502	5369
KR6e0143	賢首五教儀開蒙-清-續法	6795	1636
KR6e0144	賢首五教斷證三覺揀濫圖-清-續法	1938	540
KR6e0145	法界宗蓮花章-清-續法	2387	735
KR6e0146	華嚴鏡燈章-清-續法	1770	587
KR6e0147	一乘決疑論-清-彭際清	9184	2689
KR6e0148	華嚴念佛三昧論-清-彭際清	4373	1396
KR6e0149	華嚴經海印道場九會請佛儀--	4298	1329
KR6e0150	華嚴經海印道場懺儀-唐-一行慧覺	161501	6807
KR6e0151	華嚴清涼國師禮讚文-宋-智肱	2639	1237
KR6e0152	華嚴普賢行願修證儀-宋-淨源	5061	1368
KR6e0153	華嚴普賢行願修證儀-宋-淨源	3183	1199
KR6e0154	華嚴道場起止大略-明-	561	332
KR6e0155	圓覺經道場修證儀-唐-宗密	124163	8027
KR6e0156	圓覺經道場略本修證儀-宋-淨源	3594	1386
KR6e0157	首楞嚴壇場修證儀-宋-淨源	4192	1547
KR6e0158	依楞嚴究竟事懺-明-禪修	17640	4197
KR6e0159	發菩提心戒-遼-志仙	521	305
KR6e0160	漩澓偈-唐-杜順	336	212
KR6e0161	釋華嚴漩澓偈-後唐-惟勁	114	95
KR6e0162	健拏標訶一乘修行者秘密義記-唐-法藏	4454	1229
KR6f0001	大寶積經-唐-菩提流志	587598	9345
KR6f0002	大方廣三戒經-北涼-曇無讖	14615	2468
KR6f0003	佛說如來不思議祕密大乘經-宋-法護	42219	3558
KR6f0004	阿閦佛國經-後漢-支婁迦讖	11801	1517
KR6f0005	佛說大乘十法經-梁-僧伽婆羅	5904	1357
KR6f0006	佛說普門品經-西晉-竺法護	7080	1735
KR6f0007	佛說普門品經-西晉-竺法護	3608	994
KR6f0008	佛說大乘菩薩藏正法經-宋-法護	91640	4538
KR6f0009	佛說胞胎經-西晉-竺法護	4931	1292
KR6f0010	文殊師利佛土嚴淨經-西晉-竺法護	10646	2193
KR6f0011	大聖文殊師利菩薩佛剎功德莊嚴經-唐-不空	14079	2267
KR6f0012	父子合集經-宋-日稱	48563	4025
KR6f0013	佛說護國尊者所問大乘經-宋-施護	11425	2356
KR6f0014	法鏡經-後漢-安玄	8099	1817
KR6f0015	郁迦羅越問菩薩行經-西晉-竺法護	7511	1560
KR6f0016	佛說幻士仁賢經-西晉-竺法護	5401	1455
KR6f0017	佛說決定毘尼經-西晉-燉煌三藏	4564	1125
KR6f0018	佛說三十五佛名禮懺文-唐-不空	561	294
KR6f0019	發覺淨心經-隋-闍那崛多	7999	1639
KR6f0020	佛說須賴經-曹魏-白延	4494	1479
KR6f0021	佛說須賴經-前涼-支施崙	6236	1512
KR6f0022	佛說菩薩修行經-西晉-白法祖	2305	935
KR6f0023	佛說無畏授所問大乘經-宋-施護	3873	1211
KR6f0024	佛說優填王經-西晉-法炬	1657	859
KR6f0025	佛說大乘日子王所問經-宋-法天	3177	1250
KR6f0026	佛說須摩提菩薩經-西晉-竺法護	2295	785
KR6f0027	佛說須摩提菩薩經-姚秦-鳩摩羅什	2856	951
KR6f0028	須摩提經-唐-菩提流志	1697	708
KR6f0029	佛說阿闍貰王女阿術達菩薩經-西晉-竺法護	5671	1353
KR6f0030	佛說離垢施女經-西晉-竺法護	7114	1757
KR6f0031	得無垢女經-元魏-瞿曇般若流支	7385	1478
KR6f0032	文殊師利所說不思議佛境界經-唐-菩提流志	6451	1625
KR6f0033	聖善住意天子所問經-元魏-毘目智仙	15929	2039
KR6f0034	佛說如幻三昧經-西晉-竺法護	18180	2685
KR6f0035	佛說太子刷護經-西晉-竺法護	1217	465
KR6f0036	佛說太子和休經--失譯	973	391
KR6f0037	慧上菩薩問大善權經-西晉-竺法護	9993	2193
KR6f0038	佛說大方廣善巧方便經-宋-施護	11373	1955
KR6f0039	大乘顯識經-唐-地婆訶羅	8581	2032
KR6f0040	佛說大乘方等要慧經-後漢-安世高	206	148
KR6f0041	彌勒菩薩所問本願經-西晉-竺法護	2369	804
KR6f0042	佛說遺日摩尼寶經-後漢-支婁迦讖	4896	1206
KR6f0043	佛說摩訶衍寶嚴經--失譯	5943	1418
KR6f0044	佛說大迦葉問大寶積正法經-宋-施護	12104	2036
KR6f0045	勝鬘師子吼一乘大方便方廣經-劉宋-求那跋陀羅	5198	1172
KR6f0046	毘耶娑問經-元魏-瞿曇般若流支	10907	2061
KR6f0047	入法界體性經-隋-闍那崛多	2455	638
KR6f0048	佛說寶積三昧文殊師利菩薩問法身經-後漢-安世高	1711	542
KR6f0049	如來莊嚴智慧光明入一切佛境界經-元魏-曇摩流支	9142	1332
KR6f0050	度一切諸佛境界智嚴經-梁-僧伽婆羅	3032	824
KR6f0051	佛說大乘入諸佛境界智光明莊嚴經-宋-法護	10401	1520
KR6f0052	勝鬘寶窟-隋-吉藏	93779	5255
KR6f0054	勝鬘經記--	8439	1650
KR6f0055	勝鬘經疏--昭法師	17068	2402
KR6f0056	挾注勝鬘經--	2557	730
KR6f0057	勝鬘經義記-隋-慧遠	33394	3333
KR6f0058	勝鬘經述記-唐-大乘	25743	2852
KR6f0059	勝鬘經疏義私鈔-日本-聖德太子	42162	3923
KR6f0060	佛說無量壽經-曹魏-康僧鎧	11938	2644
KR6f0061	佛說無量清淨平等覺經-後漢-支婁迦讖	19895	2526
KR6f0062	佛說阿彌陀三耶三佛薩樓佛檀過度人道經-吳-支謙	17513	2358
KR6f0063	佛說大乘無量壽莊嚴經-宋-法賢	7099	1579
KR6f0064	佛說大阿彌陀經-宋-王日休	11847	2673
KR6f0065	無量壽經義疏-隋-慧遠	27900	3257
KR6f0066	無量壽經義疏-隋-吉藏	9731	2351
KR6f0067	兩卷無量壽經宗要-新羅-元曉	6020	1538
KR6f0068	無量壽經連義述文贊-新羅-璟興	40571	4589
KR6f0069	無量壽經義記卷下--	9553	2051
KR6f0070	無量壽觀經義記--	3730	1103
KR6f0071	佛說觀無量壽佛經-宋-畺良耶舍	5284	1333
KR6f0072	觀無量壽經義疏-隋-慧遠	14784	2350
KR6f0073	觀無量壽佛經疏-隋-智顗	8922	2310
KR6f0074	觀無量壽佛經疏妙宗鈔-宋-知禮	42860	4105
KR6f0075	觀無量壽經義疏-隋-吉藏	12645	1954
KR6f0076	觀無量壽佛經疏-唐-善導	33378	3778
KR6f0077	觀無量壽佛經義疏-宋-元照	27170	3932
KR6f0082	佛說阿彌陀經-姚秦-鳩摩羅什	1304	579
KR6f0085	稱讚淨土佛攝受經-唐-玄奘	2475	676
KR6f0086	阿彌陀經義記-隋-智顗	1574	854
KR6f0087	阿彌陀經義述-唐-慧淨	3099	1029
KR6f0088	阿彌陀經疏-唐-窺基	18291	3374
KR6f0089	阿彌陀經通贊疏-唐-窺基	19875	3655
KR6f0090	阿彌陀經疏-新羅-元曉	2650	1058
KR6f0091	阿彌陀經疏-宋-智圓	6252	1878
KR6f0092	阿彌陀經義疏-宋-元照	8200	2286
KR6f0093	阿彌陀經要解-明-智旭	11269	2520
KR6f0094	拔一切業障根本得生淨土神呪-劉宋-求那跋陀羅	536	347
KR6f0095	阿彌陀佛說呪--	154	65
KR6f0096	阿彌陀鼓音聲王陀羅尼經--失譯	916	498
KR6f0097	觀世音菩薩授記經-宋-曇無竭	3718	1136
KR6f0098	佛說如幻三摩地無量印法門經-宋-施護	5541	1275
KR6f0099	後出阿彌陀佛偈--失譯	238	192
KR6f0100	無量壽經優波提舍-後魏-婆藪槃豆菩薩	2042	545
KR6f0101	無量壽經優婆提舍願生偈註-北魏-曇鸞	16943	2968
KR6f0102	大寶積經論-後魏-菩提流支	26668	2439
KR6f0103	彌勒菩薩所問經論-後魏-菩提流支	35954	2746
KR6f0104	大寶積經述-唐-徐鍔	900	656
KR6g0001	大般涅槃經-北涼-曇無讖	214850	7014
KR6g0002	大般涅槃經義記-隋-慧遠	319463	6854
KR6g0003	大般涅槃經-宋-慧嚴	212025	6837
KR6g0004	大般涅槃經集解-梁-寶亮	230014	7117
KR6g0005	大般涅槃經玄義-隋-灌頂	15097	2864
KR6g0006	涅槃玄義發源機要-宋-智圓	30206	4885
KR6g0007	大般涅槃經疏-隋-灌頂	204556	7440
KR6g0008	涅槃經遊意-隋-吉藏	9510	1737
KR6g0009	涅槃宗要-新羅-元曉	16577	2316
KR6g0010	涅槃經義記--	15031	2418
KR6g0011	大涅槃經義記卷第四--	10687	1887
